lpp_1943.1	"s1p: 
s1c: 
s1o: 
s1t: 
"	"s1p: publication-91
s1c: chapter
s1o: ordinal-entity
s1t: thing
"
minecraft-4-3-3d-x-s_1119.198	"s198a: 
s198l: 
s198i: 
s198l2: 
s198o: 
s198o2: 
s198p: 
"	"s198a: and
s198l: laugh-01
s198i: i
s198l2: loud
s198o: one
s198o2: only
s198p: place-01
"
minecraft-4-3-3d-x-s_1119.198	"s198a: 
s198l: 
s198i: 
s198l2: 
s198o: 
s198o2: 
s198p: 
"	"s198a: and
s198l: laugh-01
s198i: i
s198l2: loud
s198o: one
s198o2: only
s198p: place-01
"
minecraft-4-3-3d-x-s_1119.199	"s199p: 
s199b: 
s199b2: 
s199g: 
s199s: 
s199c: 
"	"s199p: pick-up-04
s199b: builder
s199b2: block
s199g: green
s199s: space
s199c: cartesian-coordinate-entity
"
minecraft-4-3-3d-x-s_1119.200	"s200p: 
s200b: 
s200b2: 
s200g: 
s200s: 
s200c: 
"	"s200p: pick-up-04
s200b: builder
s200b2: block
s200g: green
s200s: space
s200c: cartesian-coordinate-entity
"
minecraft-4-3-3d-x-s_1119.201	"s201p: 
s201b: 
s201b2: 
s201g: 
s201s: 
s201c: 
"	"s201p: pick-up-04
s201b: builder
s201b2: block
s201g: green
s201s: space
s201c: cartesian-coordinate-entity
"
minecraft-4-3-3d-x-s_1119.202	"s202p: 
s202b: 
s202b2: 
s202g: 
s202s: 
s202c: 
"	"s202p: put-down-17
s202b: builder
s202b2: block
s202g: green
s202s: space
s202c: cartesian-coordinate-entity
"
minecraft-4-3-3d-x-s_1119.203	"s203p: 
s203b: 
s203b2: 
s203g: 
s203s: 
s203c: 
"	"s203p: put-down-17
s203b: builder
s203b2: block
s203g: green
s203s: space
s203c: cartesian-coordinate-entity
"
minecraft-4-3-3d-x-s_1119.204	"s204p: 
s204b: 
s204b2: 
s204g: 
s204s: 
s204c: 
"	"s204p: pick-up-04
s204b: builder
s204b2: block
s204g: green
s204s: space
s204c: cartesian-coordinate-entity
"
minecraft-4-3-3d-x-s_1119.205	"s205p: 
s205b: 
s205b2: 
s205g: 
s205s: 
s205c: 
"	"s205p: pick-up-04
s205b: builder
s205b2: block
s205g: green
s205s: space
s205c: cartesian-coordinate-entity
"
minecraft-4-3-3d-x-s_1119.206	"s206p: 
s206b: 
s206b2: 
s206g: 
s206s: 
s206c: 
"	"s206p: pick-up-04
s206b: builder
s206b2: block
s206g: green
s206s: space
s206c: cartesian-coordinate-entity
"
minecraft-4-3-3d-x-s_1119.207	"s207a: 
s207s: 
s207l: 
s207b: 
s207c: 
s207b2: 
s207t2: 
s207t: 
"	"s207a: and
s207s: same-01
s207l: level
s207b: bottom-03
s207c: cartesian-framework-91
s207b2: build-space
s207t2: thing
s207t: top-06
"
minecraft-4-3-3d-x-s_1119.207	"s207a: 
s207s: 
s207l: 
s207b: 
s207c: 
s207b2: 
s207t2: 
s207t: 
"	"s207a: and
s207s: same-01
s207l: level
s207b: bottom-03
s207c: cartesian-framework-91
s207b2: build-space
s207t2: thing
s207t: top-06
"
minecraft-4-3-3d-x-s_1119.207	"s207a: 
s207s: 
s207l: 
s207b: 
s207c: 
s207b2: 
s207t2: 
s207t: 
"	"s207a: and
s207s: same-01
s207l: level
s207b: bottom-03
s207c: cartesian-framework-91
s207b2: build-space
s207t2: thing
s207t: top-06
"
minecraft-4-3-3d-x-s_1119.207	"s207a: 
s207s: 
s207l: 
s207b: 
s207c: 
s207b2: 
s207t2: 
s207t: 
"	"s207a: and
s207s: same-01
s207l: level
s207b: bottom-03
s207c: cartesian-framework-91
s207b2: build-space
s207t2: thing
s207t: top-06
"
minecraft-4-3-3d-x-s_1119.208	"s208p: 
s208b: 
s208b2: 
s208g: 
s208s: 
s208c: 
"	"s208p: pick-up-04
s208b: builder
s208b2: block
s208g: green
s208s: space
s208c: cartesian-coordinate-entity
"
minecraft-4-3-3d-x-s_1119.209	"s209p: 
s209b: 
s209b2: 
s209g: 
s209s: 
s209c: 
"	"s209p: pick-up-04
s209b: builder
s209b2: block
s209g: green
s209s: space
s209c: cartesian-coordinate-entity
"
minecraft-4-3-3d-x-s_1119.210	"s210p: 
s210b: 
s210b2: 
s210g: 
s210s: 
s210c: 
"	"s210p: pick-up-04
s210b: builder
s210b2: block
s210g: green
s210s: space
s210c: cartesian-coordinate-entity
"
minecraft-4-3-3d-x-s_1119.211	"s211p: 
s211b: 
s211b2: 
s211g: 
s211s: 
s211c: 
"	"s211p: pick-up-04
s211b: builder
s211b2: block
s211g: green
s211s: space
s211c: cartesian-coordinate-entity
"
minecraft-4-3-3d-x-s_1119.212	"s212p: 
s212b: 
s212b2: 
s212g: 
s212s: 
s212c: 
"	"s212p: pick-up-04
s212b: builder
s212b2: block
s212g: green
s212s: space
s212c: cartesian-coordinate-entity
"
minecraft-4-3-3d-x-s_1119.213	"s213p: 
s213b: 
s213b2: 
s213g: 
s213s: 
s213c: 
"	"s213p: pick-up-04
s213b: builder
s213b2: block
s213g: green
s213s: space
s213c: cartesian-coordinate-entity
"
minecraft-4-3-3d-x-s_1119.214	"s214h: 
s214t: 
"	"s214h: hard-02
s214t: that
"
minecraft-4-3-3d-x-s_1119.215	"s215p: 
s215b: 
s215b2: 
s215g: 
s215s: 
s215c: 
"	"s215p: pick-up-04
s215b: builder
s215b2: block
s215g: green
s215s: space
s215c: cartesian-coordinate-entity
"
minecraft-4-3-3d-x-s_1119.216	"s216p: 
s216b: 
s216b2: 
s216g: 
s216s: 
s216c: 
"	"s216p: pick-up-04
s216b: builder
s216b2: block
s216g: green
s216s: space
s216c: cartesian-coordinate-entity
"
minecraft-4-3-3d-x-s_1119.217	"s217p: 
s217b: 
s217b2: 
s217g: 
s217s: 
s217c: 
"	"s217p: pick-up-04
s217b: builder
s217b2: block
s217g: green
s217s: space
s217c: cartesian-coordinate-entity
"
minecraft-4-3-3d-x-s_1119.218	"s218l: 
s218y: 
s218c: 
s218i: 
s218d: 
"	"s218l: let-01
s218y: you
s218c: check-01
s218i: i
s218d: double-01
"
minecraft-4-3-3d-x-s_1119.218	"s218l: 
s218y: 
s218c: 
s218i: 
s218d: 
"	"s218l: let-01
s218y: you
s218c: check-01
s218i: i
s218d: double-01
"
minecraft-4-3-3d-x-s_1119.218	"s218l: 
s218y: 
s218c: 
s218i: 
s218d: 
"	"s218l: let-01
s218y: you
s218c: check-01
s218i: i
s218d: double-01
"
minecraft-4-3-3d-x-s_1119.219	"s219c: 
s219g: 
s219w: 
"	"s219c: confirm-01
s219g: good-02
s219w: we
"
minecraft-4-3-3d-x-s_1119.219	"s219c: 
s219g: 
s219w: 
"	"s219c: confirm-01
s219g: good-02
s219w: we
"
minecraft-4-11-sun-and-birds-B31-A23_1365.1	"s1s: 
s1m: 
"	"s1s: start-01
s1m: mission-01
"
minecraft-4-11-sun-and-birds-B31-A23_1365.1	"s1s: 
s1m: 
"	"s1s: start-01
s1m: mission-01
"
minecraft-4-11-sun-and-birds-B31-A23_1365.2	"s2l: 
s2t2: 
s2s: 
s2t3: 
s2t: 
s2r: 
s2p: 
"	"s2l: look-02
s2t2: thing
s2s: shape-01
s2t3: this
s2t: thing
s2r: recognize-02
s2p: possible-01
"
minecraft-4-11-sun-and-birds-B31-A23_1365.2	"s2l: 
s2t2: 
s2s: 
s2t3: 
s2t: 
s2r: 
s2p: 
"	"s2l: look-02
s2t2: thing
s2s: shape-01
s2t3: this
s2t: thing
s2r: recognize-02
s2p: possible-01
"
minecraft-4-11-sun-and-birds-B31-A23_1365.2	"s2l: 
s2t2: 
s2s: 
s2t3: 
s2t: 
s2r: 
s2p: 
"	"s2l: look-02
s2t2: thing
s2s: shape-01
s2t3: this
s2t: thing
s2r: recognize-02
s2p: possible-01
"
minecraft-4-11-sun-and-birds-B31-A23_1365.2	"s2l: 
s2t2: 
s2s: 
s2t3: 
s2t: 
s2r: 
s2p: 
"	"s2l: look-02
s2t2: thing
s2s: shape-01
s2t3: this
s2t: thing
s2r: recognize-02
s2p: possible-01
"
minecraft-4-11-sun-and-birds-B31-A23_1365.3	"s3n: 
"	"s3n: nice-01
"
minecraft-4-11-sun-and-birds-B31-A23_1365.4	"s4f: 
s4i2: 
s4a2: 
s4s: 
s4o: 
s4g: 
s4d: 
s4l: 
s4a: 
"	"s4f: float-01
s4i2: it
s4a2: all
s4s: space
s4o: off-06
s4g: ground
s4d: distance-quantity
s4l: layer
s4a: also
"
minecraft-4-11-sun-and-birds-B31-A23_1365.4	"s4f: 
s4i2: 
s4a2: 
s4s: 
s4o: 
s4g: 
s4d: 
s4l: 
s4a: 
"	"s4f: float-01
s4i2: it
s4a2: all
s4s: space
s4o: off-06
s4g: ground
s4d: distance-quantity
s4l: layer
s4a: also
"
minecraft-4-11-sun-and-birds-B31-A23_1365.5	"s5g: 
s5i2: 
"	"s5g: get-30
s5i2: it
"
minecraft-4-11-sun-and-birds-B31-A23_1365.6	"s6n: 
s6i: 
s6s: 
s6o: 
s6d: 
s6d2: 
s6s2: 
s6p: 
"	"s6n: need-01
s6i: i
s6s: square
s6o: orange
s6d: dimension-entity
s6d2: dimension-entity
s6s2: side
s6p: plate
"
minecraft-4-11-sun-and-birds-B31-A23_1365.7	"s7p: 
s7b: 
s7b2: 
s7o: 
s7s: 
s7c: 
"	"s7p: put-down-17
s7b: builder
s7b2: block
s7o: orange
s7s: space
s7c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.8	"s8p: 
s8b: 
s8b2: 
s8o: 
s8s: 
s8c: 
"	"s8p: put-down-17
s8b: builder
s8b2: block
s8o: orange
s8s: space
s8c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.9	"s9p: 
s9b: 
s9b2: 
s9o: 
s9s: 
s9c: 
"	"s9p: pick-up-04
s9b: builder
s9b2: block
s9o: orange
s9s: space
s9c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.10	"s10p: 
s10b: 
s10b2: 
s10o: 
s10s: 
s10c: 
"	"s10p: put-down-17
s10b: builder
s10b2: block
s10o: orange
s10s: space
s10c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.11	"s11p: 
s11b: 
s11b2: 
s11o: 
s11s: 
s11c: 
"	"s11p: put-down-17
s11b: builder
s11b2: block
s11o: orange
s11s: space
s11c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.12	"s12p: 
s12b: 
s12b2: 
s12o: 
s12s: 
s12c: 
"	"s12p: put-down-17
s12b: builder
s12b2: block
s12o: orange
s12s: space
s12c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.13	"s13p: 
s13b: 
s13b2: 
s13o: 
s13s: 
s13c: 
"	"s13p: put-down-17
s13b: builder
s13b2: block
s13o: orange
s13s: space
s13c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.14	"s14p: 
s14b: 
s14b2: 
s14o: 
s14s: 
s14c: 
"	"s14p: put-down-17
s14b: builder
s14b2: block
s14o: orange
s14s: space
s14c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.15	"s15p: 
s15b: 
s15b2: 
s15o: 
s15s: 
s15c: 
"	"s15p: put-down-17
s15b: builder
s15b2: block
s15o: orange
s15s: space
s15c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.16	"s16p: 
s16b: 
s16b2: 
s16o: 
s16s: 
s16c: 
"	"s16p: put-down-17
s16b: builder
s16b2: block
s16o: orange
s16s: space
s16c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.17	"s17p: 
s17b: 
s17b2: 
s17o: 
s17s: 
s17c: 
"	"s17p: put-down-17
s17b: builder
s17b2: block
s17o: orange
s17s: space
s17c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.18	"s18a: 
s18o: 
s18h: 
s18h3: 
s18h2: 
s18c: 
s18t: 
"	"s18a: umr-choice
s18o: okay-04
s18h: here
s18h3: have-place-91
s18h2: have-degree-91
s18c: close-10
s18t: too
"
minecraft-4-11-sun-and-birds-B31-A23_1365.18	"s18a: 
s18o: 
s18h: 
s18h3: 
s18h2: 
s18c: 
s18t: 
"	"s18a: umr-choice
s18o: okay-04
s18h: here
s18h3: have-place-91
s18h2: have-degree-91
s18c: close-10
s18t: too
"
minecraft-4-11-sun-and-birds-B31-A23_1365.18	"s18a: 
s18o: 
s18h: 
s18h3: 
s18h2: 
s18c: 
s18t: 
"	"s18a: umr-choice
s18o: okay-04
s18h: here
s18h3: have-place-91
s18h2: have-degree-91
s18c: close-10
s18t: too
"
minecraft-4-11-sun-and-birds-B31-A23_1365.18	"s18a: 
s18o: 
s18h: 
s18h3: 
s18h2: 
s18c: 
s18t: 
"	"s18a: umr-choice
s18o: okay-04
s18h: here
s18h3: have-place-91
s18h2: have-degree-91
s18c: close-10
s18t: too
"
minecraft-4-11-sun-and-birds-B31-A23_1365.19	"s19a: 
s19o: 
s19n: 
s19i2: 
s19u: 
s19c: 
s19b: 
"	"s19a: and
s19o: oops
s19n: need-01
s19i2: it
s19u: upright-08
s19c: cartesian-framework-91
s19b: build-space
"
minecraft-4-11-sun-and-birds-B31-A23_1365.19	"s19a: 
s19o: 
s19n: 
s19i2: 
s19u: 
s19c: 
s19b: 
"	"s19a: and
s19o: oops
s19n: need-01
s19i2: it
s19u: upright-08
s19c: cartesian-framework-91
s19b: build-space
"
minecraft-4-11-sun-and-birds-B31-A23_1365.19	"s19a: 
s19o: 
s19n: 
s19i2: 
s19u: 
s19c: 
s19b: 
"	"s19a: and
s19o: oops
s19n: need-01
s19i2: it
s19u: upright-08
s19c: cartesian-framework-91
s19b: build-space
"
minecraft-4-11-sun-and-birds-B31-A23_1365.20	"s20p: 
s20b: 
s20b2: 
s20o: 
s20s: 
s20c: 
"	"s20p: pick-up-04
s20b: builder
s20b2: block
s20o: orange
s20s: space
s20c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.21	"s21p: 
s21b: 
s21b2: 
s21o: 
s21s: 
s21c: 
"	"s21p: pick-up-04
s21b: builder
s21b2: block
s21o: orange
s21s: space
s21c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.22	"s22p: 
s22b: 
s22b2: 
s22o: 
s22s: 
s22c: 
"	"s22p: pick-up-04
s22b: builder
s22b2: block
s22o: orange
s22s: space
s22c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.23	"s23p: 
s23b: 
s23b2: 
s23o: 
s23s: 
s23c: 
"	"s23p: pick-up-04
s23b: builder
s23b2: block
s23o: orange
s23s: space
s23c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.24	"s24p: 
s24b: 
s24b2: 
s24o: 
s24s: 
s24c: 
"	"s24p: pick-up-04
s24b: builder
s24b2: block
s24o: orange
s24s: space
s24c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.25	"s25p: 
s25b: 
s25b2: 
s25o: 
s25s: 
s25c: 
"	"s25p: pick-up-04
s25b: builder
s25b2: block
s25o: orange
s25s: space
s25c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.26	"s26p: 
s26b: 
s26b2: 
s26o: 
s26s: 
s26c: 
"	"s26p: put-down-17
s26b: builder
s26b2: block
s26o: orange
s26s: space
s26c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.27	"s27p: 
s27b: 
s27b2: 
s27o: 
s27s: 
s27c: 
"	"s27p: put-down-17
s27b: builder
s27b2: block
s27o: orange
s27s: space
s27c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.28	"s28p: 
s28b: 
s28b2: 
s28o: 
s28s: 
s28c: 
"	"s28p: put-down-17
s28b: builder
s28b2: block
s28o: orange
s28s: space
s28c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.29	"s29p: 
s29b: 
s29b2: 
s29o: 
s29s: 
s29c: 
"	"s29p: put-down-17
s29b: builder
s29b2: block
s29o: orange
s29s: space
s29c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.30	"s30p: 
s30b: 
s30b2: 
s30o: 
s30s: 
s30c: 
"	"s30p: put-down-17
s30b: builder
s30b2: block
s30o: orange
s30s: space
s30c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.31	"s31p: 
s31b: 
s31b2: 
s31o: 
s31s: 
s31c: 
"	"s31p: put-down-17
s31b: builder
s31b2: block
s31o: orange
s31s: space
s31c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.32	"s32p: 
"	"s32p: perfect-02
"
minecraft-4-11-sun-and-birds-B31-A23_1365.33	"s33h: 
s33w: 
s33t: 
s33s: 
s33b: 
s33b2: 
s33n: 
"	"s33h: have-03
s33w: we
s33t: thing
s33s: small
s33b: blue
s33b2: block
s33n: next
"
minecraft-4-11-sun-and-birds-B31-A23_1365.34	"s34o: 
"	"s34o: okay-04
"
minecraft-4-11-sun-and-birds-B31-A23_1365.35	"s35r: 
s35b2: 
s35c: 
s35y: 
s35r2: 
"	"s35r: right-04
s35b2: block
s35c: cartesian-framework-91
s35y: you
s35r2: request-confirmation-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.35	"s35r: 
s35b2: 
s35c: 
s35y: 
s35r2: 
"	"s35r: right-04
s35b2: block
s35c: cartesian-framework-91
s35y: you
s35r2: request-confirmation-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.35	"s35r: 
s35b2: 
s35c: 
s35y: 
s35r2: 
"	"s35r: right-04
s35b2: block
s35c: cartesian-framework-91
s35y: you
s35r2: request-confirmation-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.36	"s36c: 
"	"s36c: correct-02
"
minecraft-4-11-sun-and-birds-B31-A23_1365.37	"s37p: 
s37y: 
s37b: 
s37b2: 
s37s: 
s37o: 
s37t: 
s37e: 
s37b3: 
s37o2: 
s37f: 
s37c: 
s37r: 
s37c2: 
s37b4: 
s37d: 
s37s2: 
"	"s37p: place-01
s37y: you
s37b: block
s37b2: blue
s37s: space
s37o: over-04
s37t: thing
s37e: end-05
s37b3: block
s37o2: orange
s37f: forward-02
s37c: cartesian-framework-91
s37r: relative-to-builder
s37c2: cartesian-framework-91
s37b4: build-space
s37d: distance-quantity
s37s2: space
"
minecraft-4-11-sun-and-birds-B31-A23_1365.37	"s37p: 
s37y: 
s37b: 
s37b2: 
s37s: 
s37o: 
s37t: 
s37e: 
s37b3: 
s37o2: 
s37f: 
s37c: 
s37r: 
s37c2: 
s37b4: 
s37d: 
s37s2: 
"	"s37p: place-01
s37y: you
s37b: block
s37b2: blue
s37s: space
s37o: over-04
s37t: thing
s37e: end-05
s37b3: block
s37o2: orange
s37f: forward-02
s37c: cartesian-framework-91
s37r: relative-to-builder
s37c2: cartesian-framework-91
s37b4: build-space
s37d: distance-quantity
s37s2: space
"
minecraft-4-11-sun-and-birds-B31-A23_1365.37	"s37p: 
s37y: 
s37b: 
s37b2: 
s37s: 
s37o: 
s37t: 
s37e: 
s37b3: 
s37o2: 
s37f: 
s37c: 
s37r: 
s37c2: 
s37b4: 
s37d: 
s37s2: 
"	"s37p: place-01
s37y: you
s37b: block
s37b2: blue
s37s: space
s37o: over-04
s37t: thing
s37e: end-05
s37b3: block
s37o2: orange
s37f: forward-02
s37c: cartesian-framework-91
s37r: relative-to-builder
s37c2: cartesian-framework-91
s37b4: build-space
s37d: distance-quantity
s37s2: space
"
minecraft-4-11-sun-and-birds-B31-A23_1365.37	"s37p: 
s37y: 
s37b: 
s37b2: 
s37s: 
s37o: 
s37t: 
s37e: 
s37b3: 
s37o2: 
s37f: 
s37c: 
s37r: 
s37c2: 
s37b4: 
s37d: 
s37s2: 
"	"s37p: place-01
s37y: you
s37b: block
s37b2: blue
s37s: space
s37o: over-04
s37t: thing
s37e: end-05
s37b3: block
s37o2: orange
s37f: forward-02
s37c: cartesian-framework-91
s37r: relative-to-builder
s37c2: cartesian-framework-91
s37b4: build-space
s37d: distance-quantity
s37s2: space
"
minecraft-4-11-sun-and-birds-B31-A23_1365.37	"s37p: 
s37y: 
s37b: 
s37b2: 
s37s: 
s37o: 
s37t: 
s37e: 
s37b3: 
s37o2: 
s37f: 
s37c: 
s37r: 
s37c2: 
s37b4: 
s37d: 
s37s2: 
"	"s37p: place-01
s37y: you
s37b: block
s37b2: blue
s37s: space
s37o: over-04
s37t: thing
s37e: end-05
s37b3: block
s37o2: orange
s37f: forward-02
s37c: cartesian-framework-91
s37r: relative-to-builder
s37c2: cartesian-framework-91
s37b4: build-space
s37d: distance-quantity
s37s2: space
"
minecraft-4-11-sun-and-birds-B31-A23_1365.37	"s37p: 
s37y: 
s37b: 
s37b2: 
s37s: 
s37o: 
s37t: 
s37e: 
s37b3: 
s37o2: 
s37f: 
s37c: 
s37r: 
s37c2: 
s37b4: 
s37d: 
s37s2: 
"	"s37p: place-01
s37y: you
s37b: block
s37b2: blue
s37s: space
s37o: over-04
s37t: thing
s37e: end-05
s37b3: block
s37o2: orange
s37f: forward-02
s37c: cartesian-framework-91
s37r: relative-to-builder
s37c2: cartesian-framework-91
s37b4: build-space
s37d: distance-quantity
s37s2: space
"
minecraft-4-11-sun-and-birds-B31-A23_1365.38	"s38l: 
s38t: 
s38c: 
s38b2: 
"	"s38l: left-20
s38t: this
s38c: cartesian-framework-91
s38b2: builder
"
minecraft-4-11-sun-and-birds-B31-A23_1365.38	"s38l: 
s38t: 
s38c: 
s38b2: 
"	"s38l: left-20
s38t: this
s38c: cartesian-framework-91
s38b2: builder
"
minecraft-4-11-sun-and-birds-B31-A23_1365.39	"s39p: 
s39b: 
s39b2: 
s39b3: 
s39s: 
s39c: 
"	"s39p: put-down-17
s39b: builder
s39b2: block
s39b3: blue
s39s: space
s39c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.40	"s40p: 
s40b: 
s40b2: 
s40b3: 
s40s: 
s40c: 
"	"s40p: put-down-17
s40b: builder
s40b2: block
s40b3: blue
s40s: space
s40c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.41	"s41p: 
s41b: 
s41b2: 
s41b3: 
s41s: 
s41c: 
"	"s41p: put-down-17
s41b: builder
s41b2: block
s41b3: blue
s41s: space
s41c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.42	"s42p: 
s42b: 
s42b2: 
s42b3: 
s42s: 
s42c: 
"	"s42p: put-down-17
s42b: builder
s42b2: block
s42b3: blue
s42s: space
s42c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.43	"s43p: 
s43b: 
s43b2: 
s43b3: 
s43s: 
s43c: 
"	"s43p: pick-up-04
s43b: builder
s43b2: block
s43b3: blue
s43s: space
s43c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.44	"s44p: 
s44b: 
s44b2: 
s44b3: 
s44s: 
s44c: 
"	"s44p: pick-up-04
s44b: builder
s44b2: block
s44b3: blue
s44s: space
s44c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.45	"s45p: 
s45b: 
s45b2: 
s45b3: 
s45s: 
s45c: 
"	"s45p: pick-up-04
s45b: builder
s45b2: block
s45b3: blue
s45s: space
s45c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.46	"s46m: 
s46y: 
s46t: 
s46a: 
"	"s46m: mean-01
s46y: you
s46t: that
s46a: umr-unknown
"
minecraft-4-11-sun-and-birds-B31-A23_1365.47	"s47p: 
s47y: 
s47t: 
s47s: 
s47s2: 
s47h: 
s47a: 
"	"s47p: put-01
s47y: you
s47t: thing
s47s: space
s47s2: stand-01
s47h: have-substitute-91
s47a: actual-02
"
minecraft-4-11-sun-and-birds-B31-A23_1365.47	"s47p: 
s47y: 
s47t: 
s47s: 
s47s2: 
s47h: 
s47a: 
"	"s47p: put-01
s47y: you
s47t: thing
s47s: space
s47s2: stand-01
s47h: have-substitute-91
s47a: actual-02
"
minecraft-4-11-sun-and-birds-B31-A23_1365.47	"s47p: 
s47y: 
s47t: 
s47s: 
s47s2: 
s47h: 
s47a: 
"	"s47p: put-01
s47y: you
s47t: thing
s47s: space
s47s2: stand-01
s47h: have-substitute-91
s47a: actual-02
"
minecraft-4-11-sun-and-birds-B31-A23_1365.47	"s47p: 
s47y: 
s47t: 
s47s: 
s47s2: 
s47h: 
s47a: 
"	"s47p: put-01
s47y: you
s47t: thing
s47s: space
s47s2: stand-01
s47h: have-substitute-91
s47a: actual-02
"
minecraft-4-11-sun-and-birds-B31-A23_1365.48	"s48p: 
s48b: 
s48b2: 
s48b3: 
s48s: 
s48c: 
"	"s48p: put-down-17
s48b: builder
s48b2: block
s48b3: blue
s48s: space
s48c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.49	"s49p: 
s49b: 
s49b2: 
s49b3: 
s49s: 
s49c: 
"	"s49p: put-down-17
s49b: builder
s49b2: block
s49b3: blue
s49s: space
s49c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.50	"s50p: 
s50b: 
s50b2: 
s50b3: 
s50s: 
s50c: 
"	"s50p: pick-up-04
s50b: builder
s50b2: block
s50b3: blue
s50s: space
s50c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.51	"s51b: 
s51t: 
s51r: 
"	"s51b: be-destined-for-91
s51t: there
s51r: request-confirmation-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.51	"s51b: 
s51t: 
s51r: 
"	"s51b: be-destined-for-91
s51t: there
s51r: request-confirmation-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.52	"s52h: 
s52y: 
s52p: 
s52s: 
s52s2: 
s52i: 
s52o: 
"	"s52h: have-place-91
s52y: you
s52p: place
s52s: same-01
s52s2: screen
s52i: i
s52o: oops
"
minecraft-4-11-sun-and-birds-B31-A23_1365.52	"s52h: 
s52y: 
s52p: 
s52s: 
s52s2: 
s52i: 
s52o: 
"	"s52h: have-place-91
s52y: you
s52p: place
s52s: same-01
s52s2: screen
s52i: i
s52o: oops
"
minecraft-4-11-sun-and-birds-B31-A23_1365.53	"s53p: 
s53b: 
s53b2: 
s53b3: 
s53s: 
s53c: 
"	"s53p: pick-up-04
s53b: builder
s53b2: block
s53b3: blue
s53s: space
s53c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.54	"s54a: 
s54o: 
s54d: 
s54i: 
s54b: 
s54t: 
"	"s54a: and
s54o: okay-04
s54d: delete-01
s54i: i
s54b: block
s54t: that
"
minecraft-4-11-sun-and-birds-B31-A23_1365.54	"s54a: 
s54o: 
s54d: 
s54i: 
s54b: 
s54t: 
"	"s54a: and
s54o: okay-04
s54d: delete-01
s54i: i
s54b: block
s54t: that
"
minecraft-4-11-sun-and-birds-B31-A23_1365.55	"s55b: 
s55s3: 
s55t2: 
s55h: 
"	"s55b: be-destined-for-91
s55s3: side
s55t2: that
s55h: have-concession-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.55	"s55b: 
s55s3: 
s55t2: 
s55h: 
"	"s55b: be-destined-for-91
s55s3: side
s55t2: that
s55h: have-concession-91
"
